station_id,event_id,duration,severity,intensity,propagated
9020,72,27,5.7481,0.2129,True
9126,53,44,16.7749,0.3812,True
9078,13,44,13.1471,0.2988,True
9097,26,14,2.0603,0.1472,False
9025,7,38,12.2436,0.3222,True
9044,20,19,3.9172,0.2062,True
9063,33,20,6.6101,0.3305,False
9150,38,12,2.4759,0.2063,False
9142,34,101,69.3219,0.6864,True
9126,89,189,126.705,0.6704,True
9013,32,130,47.8106,0.3678,True
9079,14,24,5.1698,0.2154,True
9065,79,46,31.1933,0.6781,True
9025,43,101,59.5549,0.5897,False
9048,26,43,6.5598,0.1526,True
9101,1,52,44.0046,0.8462,True
9005,64,12,1.9738,0.1645,False
9124,21,36,1.7652,0.049,False
9074,20,9,0.5575,0.0619,False
9063,10,19,2.8832,0.1517,True
9150,15,18,7.7491,0.4305,False
9096,44,17,5.1334,0.302,False
9142,11,33,1.7941,0.0544,False
9078,26,77,50.5924,0.657,True
9065,56,10,0.6741,0.0674,True
9025,20,42,8.5083,0.2026,True
9048,3,30,4.9144,0.1638,True
9120,28,32,12.0444,0.3764,True
9004,82,5,0.4224,0.0845,False
9050,49,8,0.6557,0.082,False
9101,14,5,0.0749,0.015,False
9020,26,49,7.0064,0.143,True
9002,8,14,1.5914,0.1137,False
9074,33,13,7.8115,0.6009,False
9020,62,53,27.9596,0.5275,True
9126,43,65,27.9222,0.4296,True
9078,3,49,23.6729,0.4831,True
9018,101,24,7.3609,0.3067,True
9097,16,31,8.5331,0.2753,True
9118,39,40,2.5817,0.0645,True
9044,10,18,4.6316,0.2573,True
9063,23,15,0.5004,0.0334,False
9150,28,44,15.2444,0.3465,True
9142,24,61,14.7758,0.2422,True
9005,18,26,10.3251,0.3971,False
9120,5,6,0.5941,0.099,False
9065,69,30,7.2734,0.2424,True
9050,26,45,37.5104,0.8336,True
9038,51,18,0.3883,0.0216,True
9004,95,5,0.9676,0.1935,False
9093,23,130,46.328,0.3564,True
9150,5,8,1.117,0.1396,False
9142,1,74,22.0933,0.2986,True
9118,52,141,75.5615,0.5359,True
9065,46,9,0.3747,0.0416,False
9036,19,40,19.3299,0.4832,False
9003,71,11,2.5321,0.2302,False
9120,18,6,2.2037,0.3673,True
9038,28,7,1.4111,0.2016,False
9050,39,36,10.8002,0.3,True
9101,4,17,0.8032,0.0472,True
9096,11,14,1.5454,0.1104,True
9064,58,9,1.1186,0.1243,True
9065,23,20,3.6669,0.1833,True
9002,83,9,0.3825,0.0425,True
9021,96,20,2.2506,0.1125,True
9096,47,109,23.4134,0.2148,False
9142,14,11,3.7303,0.3391,True
9005,8,13,3.9806,0.3062,True
9065,59,6,0.4866,0.0811,False
9011,88,52,7.9022,0.152,False
9038,41,186,47.3737,0.2547,True
9079,79,16,5.1059,0.3191,True
9020,29,23,7.6397,0.3322,True
